Word|Antonym1,Antonym2,Antonym3,Antonym4
defy|lend oneself
degauss|magnetise,magnetize
degenerate|recuperate
degeneration|evolution
deglycerolise|glycerolize
deglycerolize|glycerolize
degrade|aggrade
dehiscent|indehiscent
dehumanise|humanize
dehumanize|humanize
dehumidify|humidify
dehydrate|hydrate
dehydrogenate|hydrogenate
de-iodinate|iodinate
de-iodinating|iodinating
de-ionate|ionate
deject|elate
dejected|elated
delay|rush
delayed|expedited
delete|record
deliberate|unstudied
deliberately|accidentally,unintentionally
delicate|rugged
delight|disenchant,displease
delineate|undelineated
delineated|undelineated
deliver the goods|fail
demagnetise|magnetise,magnetize
demagnetize|magnetise,magnetize
demand|supply,obviate
demanding|undemanding
dematerialise|materialise,materialize
dematerialize|materialise,materialize
dementedly|sanely
demerit|merit
demilitarise|militarise,militarize,arm
demilitarize|militarise,militarize,arm
demise|birth
demob|mobilise,mobilize
demobilisation|mobilization
demobilise|mobilize,mobilise,mobilize
demobilization|mobilization
demobilize|mobilise,mobilize,mobilize
democratic|undemocratic
democratically|undemocratically
demonetisation|monetization
demonetization|monetization
demonstrate|disprove
demonstrative|undemonstrative
demoralise|elate
demoralize|elate
demote|promote
demotion|promotion
demulsify|emulsify
demurrer|prosecution
demystify|mystify
demythologise|mythologize
demythologize|mythologize
denationalisation|nationalization
denationalise|nationalise,nationalize
denationalization|nationalization
denationalize|nationalise,nationalize
denaturalise|naturalize
denaturalize|naturalize
denazify|nazify
deniable|undeniable
denial|prosecution
denitrify|nitrify
denotative|connotative
denotive|connotative
densely|thinly
denseness|distribution
density|distribution
deny|admit,allow
deodorise|odorize,odourise
deodorize|odorize,odourise
deodourise|odorize,odourise
deoxidise|oxidize,oxidise
deoxidize|oxidize,oxidise
depart|conform,come,stay
dependability|unreliableness,unreliability,undependableness,undependability
dependable|undependable,unreliable
dependableness|unreliableness,unreliability,undependableness,undependability
dependably|unreliably,undependably,unfaithfully
dependent|independent
depersonalise|personalise,personalize
depersonalize|personalise,personalize
depigmentation|pigmentation
deport|repatriate
deposit|withdraw,dislodge
depreciate|appreciate
depreciation|appreciation
depress|elate
depressant|stimulative
depression|natural elevation,elation
depressurise|pressurise,pressurize
depressurize|pressurise,pressurize
deprive|enrich
derecognise|certify
derecognize|certify
deregulate|regulate
derequisition|requisition
derestrict|restrict
derivational|inflectional
derived|underived
desalinate|salinate
desalinise|salinate
desalinize|salinate
desalt|salinate
descend|rise,ascend
descendant|ancestor
descendent|ancestor
descending node|ascending node
descending|ascending
descent|ascent
descriptive linguistics|prescriptive linguistics
descriptive|prescriptive,diachronic,undescriptive
desecrate|consecrate
desecrated|consecrated
desegregate|segregate
desegregation|segregation
desensitise|sensitise,sensitize,sensitize
desensitising|sensitizing
desensitize|sensitise,sensitize,sensitize
desensitizing|sensitizing
deserved|unmerited
deservedly|undeservedly
desiccate|hydrate
designed|undesigned
designedly|accidentally,unintentionally
desirability|undesirability
desirable|undesirable
desirableness|undesirability
desirous|undesirous
desist|consume
despair|hope
dessert apple|cooking apple
destabilisation|stabilisation,stabilization
destabilise|stabilize,stabilize,stabilise
destabilization|stabilisation,stabilization
destabilize|stabilize,stabilize,stabilise
destalinise|stalinize
destalinize|stalinize
destroyed|preserved
destructibility|indestructibility
destructible|indestructible
destructive metabolism|anabolism
destructive|constructive
destructiveness|constructiveness
desynchronisation|synchronizing,synchronization,synchronism
desynchronise|synchronise,synchronize
desynchronization|synchronizing,synchronization,synchronism
desynchronize|synchronise,synchronize
desynchronizing|synchronizing,synchronization,synchronism
detach|attach
detachable|attachable
detached|attached
detain|free,rush
detected|undetected
deter|persuade
deteriorate|recuperate
determinable|indeterminable
determinate|indeterminate
determined|undetermined
determinedly|unambitiously
deterrence|incentive
detest|love
dethrone|enthrone
detransitivise|transitivize
detransitivize|transitivize
detribalisation|tribalisation,tribalization
detribalization|tribalisation,tribalization
detrimentally|harmlessly
devaluate|appreciate
devalue|appreciate
developed|undeveloped
development|devolution,nondevelopment
deviate|conform
devitalise|vitalize
devitalize|vitalize
devoice|voice
devolution|evolution
devolve|recuperate
dextral|sinistral
dextrorotation|levorotation
diabatic|adiabatic
diachronic|synchronic
diadromous|anadromous,catadromous
diamond|outfield
diapsid reptile|anapsid
diapsid|anapsid
diatonic|chromatic
diclinous|monoclinous
dicotyledonous|monocotyledonous
die|be born
dielectric|conductor
differ|agree,equal
difference|sameness
different|same,like
differentiate|integrate,dedifferentiate
differentiated|undifferentiated
difficult|easy,manageable
difficultness|ease
difficulty|ease
diffidence|confidence
diffuse|hard
diffused|hard
digestibility|indigestibility
digestible|indigestible
digestibleness|indigestibility
digital|analogue
digitigrade mammal|plantigrade mammal
digitigrade|plantigrade,plantigrade mammal
dignified|undignified
dilate|contract
diligent|negligent
dilute|undiluted
diluted|undiluted
dilution|concentration
dim|undimmed,focus,brighten
diminish|increase
diminished|hypertrophied
diminution|increase,augmentation
dimmed|undimmed
dine in|eat out
dine out|eat in
dioecian|monoecious
dioecious|monoecious
diploid|polyploid,haploid
diplomatic|undiplomatic
diplomatical|undiplomatic
diplomatically|undiplomatically
direct antonym|direct antonym
direct current|alternating current
direct discourse|indirect discourse
direct evidence|circumstantial evidence
direct quotation|indirect discourse
direct|alternating,indirect,inverse,collateral,retrograde
directional|omnidirectional
directly|indirectly
directness|indirectness
dirtiness|cleanness
dirty|clean
disable|enable
disabling|enabling
disaccord|agree
disadvantage|advantage
disadvantageous|advantageous
disadvantageously|advantageously,well
disagree|agree
disagreeable|agreeable
disagreeableness|agreeableness
disagreeably|agreeably
disagreement|agreement
disallow|allow,permit
disappear|appear
disappearance|appearance
disappearing|appearance
disapprobation|approbation
disapproval|approval
disapprove|approve
disapproved|approved
disapprovingly|approvingly
disarm|arm
disarmament|armament,arming
disarming|armament,arming
disarrange|arrange
disarranged|arranged
disarray|order
disassemble|assemble
disassembly|assembly
disassociation|association
disassortative mating|assortative mating
disavow|avow
disbelief|belief
disbelieve|believe
disbelievingly|believingly,credulously
disburden|burden
discalceate|calced
discalced|calced
discase|dress
discernable|indiscernible
discernible|indiscernible
discerning|undiscerning
discharge|convict,fill,enlist,charge
discipline|indiscipline
disclaim|claim
discolor|color
discomfort|comfort
discomposed|composed
discomposure|composure
disconfirming|positive
disconnect|connect,plug in
disconnected|legato
disconnectedness|connectedness
disconnection|connectedness
disconsolate|consolable
discontent|contented,contentment,content
discontented|contented
discontentedness|contentment
discontentment|contentment
discontinuance|continuation,continuance
discontinuation|continuation,continuance
discontinue|continue
discontinued|continued
discontinuity|continuity
discontinuous|continuous
discord|agree
discordant|accordant
discourage|encourage
discouragement|encouragement
discouraging|encouraging
discouragingly|encouragingly
discourteous|courteous
discourteously|courteously,politely
discourtesy|courtesy
discredit|repute,believe
discreet|indiscreet
discreetly|indiscreetly
discriminate|indiscriminate
discriminating|undiscriminating,indiscriminate
discriminatory|unprejudiced
disembark|embark
disembarkation|embarkation
disembarkment|embarkation
disembarrassment|embarrassment
disenable|enable
disenchant|enchant
disenchanted|enchanted
disenfranchise|enfranchise
disenfranchised|enfranchised
disenfranchisement|enfranchisement
disengage|engage,obstruct
disentangle|snarl,entangle
disequilibrium|equilibrium
disesteem|esteem,esteem,respect
disfavor|advantage
disfavour|advantage
disfranchise|enfranchise
disfranchised|enfranchised
disgorge|keep down
disgrace|honor
dishearten|hearten
dishonest|honest
dishonestly|honestly
dishonesty|honesty
dishonor|honor
dishonorable|honest,honorable,glorious
dishonorableness|honorableness
dishonorably|honorably
dishonour|honor
dishonourable|honorable
dishonourableness|honorableness
disillusion|enchant
disincarnate|incarnate
disincentive|incentive
disinclination|inclination
disincline|dispose
disinclined|inclined
disinfect|infect
disinflation|inflation,deflation
disingenuous|ingenuous
disingenuousness|ingenuousness
disinherit|bequeath
disintegrate|integrate
disintegrative|integrative
disinvest|invest
disjoin|join
disjoint|join
disjunct|conjunct
disjunction|connectedness
disjunctive|conjunctive
disjuncture|connectedness
dislike|liking,like
disliked|liked
dislodge|lodge
disloyal|loyal,patriotic
disloyally|loyally
disloyalty|loyalty
dismantle|assemble,raise
dismantlement|assembly
dismantling|assembly
dismay|elate
dismiss|hire
disobedience|obedience,compliance,obedience
disobedient|obedient
disobediently|obediently
disobey|obey
disoblige|oblige
disorder|order,orderliness,order
disordered|ordered
disorderliness|order,orderliness
disorderly|orderly
disorganise|organise,organize
disorganised|organized
disorganize|organise,organize
disorganized|organized
disorient|orient
disorientate|orient
disorienting|orienting
disown|bequeath
disparage|flatter
dispensability|indispensableness,indispensability
dispensable|indispensable
dispensableness|indispensableness,indispensability
dispersion|concentration
dispirit|elate
displaying incompetence|competently
displease|please
displeased|pleased
displeasing|pleasing
disposable|nondisposable
dispose|indispose,disqualify
disproportion|proportion
disproportional|proportionate
disproportionate|proportionate
disproportionately|proportionately
disprove|prove
disqualify|qualify
disqualifying|enabling
disreputability|reputability,respectability
disreputable|reputable
disreputableness|reputability,respectability
disreputably|reputably
disrepute|repute
disrespect|respect,esteem,respect
disrespectful|respectful
disrespectfully|respectfully
disrobe|dress
dissatisfaction|satisfaction
dissatisfy|satisfy
dissect|synthesize
dissension|agreement
dissent|agree,assent
disservice|service
dissever|unite
dissimilar|similar,alike,like
dissimilarity|similarity
dissimilate|assimilate
dissimilation|anabolism
dissimilitude|similitude,likeness
dissociate|associate
dissonance|agreement,harmony
dissonant|musical
dissuade|persuade
dissuasion|persuasion
dissuasive|persuasive
dissymmetry|symmetry
distal|mesial,proximal
distant|close
distemper|good humor
distinct|indistinct
distinctness|softness,indistinctness
distinguishable|indistinguishable
distort|untwist
distressed|euphoric
distributary|tributary
distribute|gather
distributed|concentrated
distribution|concentration
distributive|collective
distrust|trust,trust
distrustful|trustful
distrustfully|trustfully
distrustfulness|trust
disunify|unify
disunion|union
diurnal|nocturnal
diverge|converge,converge,conform
divergence|convergency,convergence
divergency|convergency,convergence
divergent thinking|convergent thinking
divergent|convergent
diverging|convergent
diversified|undiversified
diversify|specialize,specialise
divest|invest
divide|multiply,unite
divided|united
divider|lumper
diving duck|dabbling duck
divisible|indivisible
do|unmake
docile|stubborn
dock|undock
doctor|break
doctrine of analogy|apophatism,cataphatism
documented|undocumented
dolichocephalic|brachycephalic
dolichocranial|brachycephalic
dolichocranic|brachycephalic
domestic flight|international flight
domestic|undomestic,foreign
domestication|wildness
dominant|subordinate,recessive
domineering|submissive
dope off|wake up
dormant|active
dorsal|adaxial,ventral
double|multivalent,univalent,single
double-barreled|single-barreled
double-barrelled|single-barreled
double-breasted|single-breasted
doubt|certainty
doubtfulness|certainty
dove|hawk
dovishness|hawkishness
down the stairs|upstairs
down|up,upwardly,upward,upwards,up
downfall|rise
downgrade|upgrade
download|upload
downmarket|upmarket
downplay|play up,foreground,overstate
downriver|upstream,upriver
downslope|ascent
downstage|upstage
downstair|upstairs
downstairs|upstairs
downstream|upstream,upstream,upriver
downtick|uptick
downtime|uptime
downtown|uptown
downward|upwardly,upward,upwards,up
downwardly|upwardly,upward,upwards,up
downwards|upwardly,upward,upwards,up
downwind|upwind,leeward,upwind
doze off|wake up
draft|discharge
draftee|volunteer
drained|undrained
dramatic|lyric,undramatic
dramatically|undramatically
draw a blank|remember
draw in|repel,pull out
draw off|deposit
draw|repel,push,deposit
dress down|dress up
dress up|dress down
dress|undress
drift off|wake up
drinkable|undrinkable
drinker|nondrinker
drive|attract
driver|nondriver
drop by the wayside|enter
drop dead|be born
drop off|wake up,gain
drop out|enter
drop|recuperate,sharpen,attend to
drop-off|increase
drowse off|wake up
drowsiness|wakefulness
drumbeater|nonpartisan
drunk|sober
drunkenness|soberness
dry fly|wet fly
dry out|wet
dry season|rainy season
dry up|hydrate
dry|wet,sweet,phlegmy
dry-bulb thermometer|wet-bulb thermometer
dry-eyed|tearful
dryness|wetness
dubiety|certainty
dubiousness|certainty
due|undue
dulcify|sour
dulcorate|sour
dull|lively,sharpen,sharp,bright
dullness|sharpness,brightness
dumb bomb|smart bomb
dummy up|open up
dying|nascent,birth
dynamic|stative,undynamic
dynamical|undynamic
dysgenic|eugenic
dysgenics|eugenics
dysphemism|euphemism
dysphemistic|euphemistic
dysphoria|euphoria
dysphoric|euphoric
dyspneal|breathing
dyspneic|breathing
dyspnoeal|breathing
dyspnoeic|breathing
dystopia|utopia
dystopian|utopian
eager|uneager
eared|earless
earless|eared
earliness|lateness
early|middle,late,late
earned run|unearned run
earned|unearned
earnestness|frivolity
earthly|heavenly
ease|difficulty
easiness|difficulty
east|west
easterly|westerly
eastern|western
easy money|tight money
easy|quickly,difficult,uneasy
eat in|eat out
eat out|eat in
eatable|inedible
eating apple|cooking apple
ebb away|tide
ebb down|tide
ebb off|tide
ebb out|tide
ebb|tide
ebbtide|flood tide
ebracteate|bracteate
eccentric|concentric
eccentricity|concentricity
eccrine|apocrine
ecdemic|endemic,epidemic
echoic|nonechoic
echt|counterfeit
economise|waste
economize|waste
ectomorphic|endomorphic,mesomorphic
edible|inedible
edifying|unedifying
educated|uneducated
edulcorate|sour
e'er|never
effective|ineffective
effectively|ineffectively,inefficaciously
effectiveness|ineffectiveness
effectivity|ineffectiveness
effector|receptor
effectual|ineffective
effectuality|ineffectiveness
effectually|ineffectually
effectualness|ineffectiveness
efferent|afferent
effervescent|noneffervescent,still
efficacious|ineffective,inefficacious
efficaciously|ineffectively,inefficaciously
efficaciousness|inefficacy
efficacy|inefficacy
efficiency|inefficiency
efficient|inefficient
efficiently|inefficiently
effluence|influx,inflow
efflux|influx,inflow
effortful|effortless
effortfulness|effortlessness
effortless|effortful
effortlessness|effortfulness
egalitarian|elitist
egocentric|altruistic
egocentrism|altruism
egoism|altruism
egoistic|altruistic
egoistical|altruistic
egotistically|unselfishly
egress|immersion,ingress
elaborate|contract
elastic|inelastic
elasticity|inelasticity
elate|depress
elated|dejected
elation|depression
elderly|young
elected|appointive
elective|appointive
electrolytic cell|voltaic cell
electronegative|neutral,positive
electroneutral|positive,negative
electronic mail|snail mail,snail mail
electropositive|negative,neutral
elegance|inelegance
elegant|inelegant
elegantly|inelegantly
elevate|demote,lower
elevation|natural depression
eligibility|ineligibility
eligible|ineligible
eliminate|necessitate
elitist|egalitarian
eloquently|inarticulately,ineloquently,inarticulately
elucidate|obfuscate
email|snail mail,snail mail
e-mail|snail mail,snail mail
embark|disembark
embarkation|disembarkation
embarkment|disembarkation
embarrassment|disembarrassment
embellish|uglify
embolden|dishearten
emersion|immersion,ingress
emigrate|immigrate
emit|absorb
emmetropic|ametropic
emotional person|unemotional person
emotional|unemotional,cerebral
emotionalism|unemotionality
emotionality|unemotionality
emotionally|unemotionally
emotionlessness|emotionality
empathetically|unsympathetically
empiric|theoretical
empirical|theoretical
empirically|theoretically
employ|unemployment,fire
employable|unemployable
employed|unemployed
employee|employer
employer|employee
employment|unemployment
emptiness|fullness
empty|full,fill
emulsify|demulsify
enable|disable
enabling|disabling
enchant|disenchant
enchanted|disenchanted
encipher|decode
enclosed|unenclosed
enclothe|undress
encode|decode
encourage|discourage
encouragement|discouragement
encouraging|discouraging
encouragingly|discouragingly
encrypt|decode
encumbered|unencumbered
end|beginning,middle,begin,begin
endemic|cosmopolitan,epidemic,ecdemic
endemical|epidemic,ecdemic
ending|beginning,beginning,middle
endlessly|finitely
endocentric|exocentric
endocrinal|exocrine
endocrine|exocrine
endoergic|exoergic
endogamic|exogamous,autogamous,exogamous
endogamous|exogamous,autogamous,exogamous
endogamy|exogamy
endogenic|exogenic,exogenous
endogenous|exogenic,exogenous
endomorphic|mesomorphic,ectomorphic
endothermal|exothermic
endothermic|exothermic
endotoxin|exotoxin
endowed|unendowed
endozoic|epizoic
end-stopped|run-on
endure|enjoy
enemy|friend
energetic|lethargic
energise|de-energise,de-energize,sedate
energize|de-energise,de-energize,sedate
energy-absorbing|exoergic
energy-releasing|endoergic
enforce|exempt
enforceable|unenforceable
enforced|unenforced
enfranchise|disenfranchise
enfranchised|disenfranchised
enfranchisement|disenfranchisement
engage|fire,disengage
engagement|non-involvement,nonparticipation,non-engagement
enjoy|suffer
enjoyably|disagreeably,unpleasantly
enlace|untwine
enlarge|reduce,contract
enlarged|atrophied
enlargement|contraction
enlightened|unenlightened,uninitiate
enlightening|unedifying,unenlightening
enlightenment|unenlightenment
enlist|discharge
enliven|deaden
enlivened|unenlivened
enquiry|answer
enrapture|disenchant
enrich|impoverish,deprive
entangle|unsnarl,disentangle
enter|exit,drop out
enterprising|unenterprising
entertaining|unentertaining
enthral|disenchant
enthrall|disenchant
enthrone|divest,dethrone
enthusiastic|unenthusiastic
enthusiastically|unenthusiastically
entirely|partly
entomophilous|anemophilous
entozoan|epizoic
entozoic|epizoic
entwine|untwine
environmentalism|hereditarianism
epidemic|endemic,ecdemic
epizoic|entozoic
equal|unequal,unlike,differ
equalitarian|elitist
equality|inequality
equally|unequally,unevenly
equanimity|discomposure
equatorial|polar
equilibrate|unbalance
equilibrise|unbalance
equilibrium|disequilibrium
equilibrize|unbalance
equipped|unequipped,unfurnished
equipping|disarmament,disarming
equipt|unequipped
equitable|inequitable
equitably|inequitably
equity|inequity,unfairness
equivalence|nonequivalence
equivalent word|antonym
equivalent|unlike
equivocal|unequivocal
equivocally|unambiguously
equivocalness|unequivocalness,unambiguity
eradicable|ineradicable
erase|record
erect|unerect,level
eremite|cenobite
eremitic|cenobitic
eremitical|cenobitic
errancy|inerrancy
eruptive|aqueous
escalate|de-escalate
esoteric|exoteric
essential|inessential,adjective
essentiality|inessentiality
essentialness|inessentiality
establish|disprove,abolish
established|unestablished
esteem|disesteem,disrespect,disesteem,disrespect
esthesia|insensibility
esthetic|inaesthetic
esthetical|inaesthetic
estimable|contemptible
estivate|hibernate
estrous|anestrous
estrus|anestrus
ethical drug|over-the-counter medicine,over-the-counter drug
ethical|unethical
ethically|unethically
eucaryote|prokaryote
eucaryotic|procaryotic,prokaryotic
eudaemon|cacodemon
eudaemonia|ill-being
eudaimonia|ill-being
eudemon|cacodemon
eugenic|dysgenic
eugenics|dysgenics
eukaryote|prokaryote
eukaryotic|procaryotic,prokaryotic
euphemism|dysphemism
euphemistic|dysphemistic
euphonious|cacophonous
euphonous|cacophonous
euphoria|dysphoria
euphoric|dysphoric
euphory|dysphoria
eupneic|breathless
eupnoeic|breathless
eusporangiate|leptosporangiate
evasion|payment
even|uneven,odd
evenly|unequally,unevenly,unevenly
evenness|unevenness,variability,unevenness
eventful|uneventful
even-toed ungulate|odd-toed ungulate
ever|never
evergreen plant|deciduous plant
evergreen|deciduous,deciduous plant
everydayness|uncommonness
evil|good,goodness,good
evilness|goodness,good
evitable|inevitable
evolution|devolution
ex vivo|in vivo
exacerbate|better
exact|inexact
exacting|unfastidious
exactitude|inexactness
exactly|inexactly,imprecisely
exactness|inexactness
exaggerate|understate
exaggeration|understatement
exasperate|better
exaugural|inaugural
except|include
exchangeability|unexchangeability
exchangeable|unexchangeable,inconvertible
excitable|unexcitable
excite|calm,stifle
excited|unexcited
exciting|unexciting
excitingly|unexcitingly
exclude|include,admit
exclusion|inclusion
exclusive|inclusive
excommunicate|communicate
exculpate|convict
exculpatory|inculpatory
excusable|inexcusable
excusably|unpardonably,unforgivably,inexcusably
excusatory|unapologetic
exempt|nonexempt,taxable,enforce
exhale|inhale
exhausted|unexhausted
exhaustible|inexhaustible
exile|repatriate
existence|nonexistence,nonbeing
existent|potential,nonexistent,unreal
existing|nonexistent
exit|be born,enter
exocentric|endocentric
exocrine|endocrine
exoergic|endoergic
exogamic|autogamous,endogamous,endogamous
exogamous|autogamous,endogamous,endogamous
exogamy|endogamy
exogenic|endogenic,endogenous
exogenous|endogenic,endogenous
exon|intron
exonerate|convict
exoteric|esoteric
exothermal|endothermic
exothermic|endothermic
exotoxin|endotoxin
expand|contract
expanded|contracted
expansion|contraction
expansive|unexpansive
expatiate|contract
expatriate|repatriate
expected|unexpected
expectedness|unexpectedness
expedience|inexpediency,inexpedience
expediency|inexpediency,inexpedience
expedient|inexpedient
expediently|inexpediently
expedited|delayed
expeditiously|inefficiently
expendable|unexpendable
expenditure|income
expensive|cheap
expensively|cheaply
expensiveness|inexpensiveness
experience|inexperience
experienced|inexperienced
experient|inexperienced
expert witness|lay witness
expertly|amateurishly
expire|be born,inhale
expired|unexpired
expiry|birth
explicable|inexplicable
explicit|implicit
explicitly|implicitly
explicitness|inexplicitness
explode|implode
exploited|unexploited
explorative|nonexploratory
exploratory|nonexploratory
explosive|nonexplosive
export|import
exportable|unexportable
exportation|import
expose|cover
exposit|contract
expound|contract
express joy|cry
express mirth|cry
express|local
expressed|implicit
expressible|inexpressible
expression|misconstruction
expressively|inexpressively
exsiccate|hydrate
extant|extinct
extended|unextended
extensible|nonextensile
extensile|nonextensile
extension|flexion
extensive|intensive
extensor muscle|flexor
extensor|flexor
exterior|interior,inside
external|internal
externality|inwardness
externally|internally
exterritorial|territorial
extinct|active,extant
extinguish|ignite
extinguishable|inextinguishable
extra time|regulation time
extracellular|intracellular
extramural|intramural
extraordinariness|ordinariness
extraordinary|ordinary
extrasensory|sensory
extraterritorial|territorial
extraversion|introversion,ambiversion
extraversive|ambiversive,introversive
extravert|introvert
extricable|inextricable
extrinsic|intrinsic
extrospective|introspective
extroversion|introversion,ambiversion
extroversive|ambiversive,introversive
extrovert|introvert
extroverted|introspective
extrusive|intrusive
eyed|eyeless
eyeless|eyed
fabrication|disassembly
face up|avoid
face|avoid,back
faced|faceless
faceless|faced
faceted|unfaceted
factory-made|homemade
factual|de jure
factuality|counterfactuality
factualness|counterfactuality
facultative|obligate
fag out|refresh
fag|refresh
fail|pass,succeed,manage
failing|passing
failure|success,achiever
faintheartedness|stoutheartedness
faintness|stoutheartedness
fair ball|foul ball
fair|unfair,unfairly,partial,foul
fairly|unfairly,immoderately,unreasonably
fair-mindedness|unfairness
fairness|inequity,unfairness,unfairness
faithful|unfaithful
faithfully|unreliably,undependably,unfaithfully
faithfulness|unfaithfulness,infidelity
fall asleep|wake up
fall back|gain,advance
fall behind|gain
fall by the wayside|enter
fall equinox|vernal equinox
fall short of|satisfy
fall|increase,rise,ascend,rise,ascent
fallibility|infallibility
fallible|infallible
falling|rising
FALSE|true
falsehood|truth
falseness|truth,sincerity
falsify|correct
falsity|truth
falteringly|steadily
fame|infamy
familiar|unfamiliar,strange
familiarity|unfamiliarity
famish|be full,feed
fancify|uglify
fancy up|dress down
fancy|plain
far|near
farawayness|nearness
farness|nearness
farsighted|nearsighted
farsightedness|myopia
fashionable|unfashionable,styleless
fashionably|unfashionably
fast lane|slow lane
fast reactor|thermal reactor
fast|slow
fasten|unfasten
fastened|unfastened,unbuttoned,untied
fastidious|unfastidious
fastness|looseness
fat person|thin person
fat|thin,nonfat,leanness
fatal|nonfatal
fat-free|fatty
father|female parent,mother
fathomable|unfathomable
fatigue|refresh
fatless|fatty
fatness|leanness
fatso|thin person
fatty|nonfat,thin person
fault|merit,absolve
fauna|flora
favorable|unfavorable
favorableness|unfavorableness
favorably|unfavorably
favourable|unfavorable
favourableness|unfavorableness
favourably|unfavorably
fear|fearlessness
fearful|brave
fearfully|fearlessly
fearfulness|fearlessness
fearless|afraid
fearlessly|fearfully
fearlessness|fear,fearfulness
feasibility|infeasibility
feasibleness|infeasibility
feathered|unfeathered
featherless|feathered
feature|lack
febrile|afebrile
fecundity|infertility,fruitlessness
federal|unitary
feed|starve
feeder|distributary
feelingly|unfeelingly
felicitous|infelicitous
felicitously|infelicitously
felicitousness|infelicity
felicity|infelicity,unhappiness
female aristocrat|male aristocrat
female child|boy,male child
female monarch|male monarch,king
female offspring|male offspring
female parent|male parent,father
female person|male
female sibling|male sibling
female|androgynous,male,male
femaleness|maleness
feminine|masculine,neuter,masculine,unwomanly
feminineness|maleness
femininity|masculinity
ferned|fernless
fernless|ferned
ferny|fernless
fertile|sterile
fertility|infertility
fetch|take away
feverish|afebrile
few|many
fewer|more
fewest|most
fictional|nonfictional
fidelity|unfaithfulness,infidelity
fig out|dress down
fig up|dress down
figurative|literal
figuratively|literally
figure|ground
file in|file out
file out|file in
filial|parental
fill up|empty
fill|empty
filled|unfilled
finality|inconclusiveness
financial|nonfinancial
find|lose
fine|coarse
finely|coarsely
fingered|fingerless
fingerless|fingered
finish|begin,beginning,start
finished|unfinished
finishing|start
finite|infinite
finitely|infinitely
finiteness|infiniteness
finitude|infiniteness
fire|hire
firmness of purpose|irresoluteness
firmness|irresoluteness,unsoundness,unsteadiness
first light|sunset
first|middle,end,last,intermediate,second
fiscal|nonfinancial
fissile|nonfissionable,nonfissile
fissionable|nonfissionable
fit out|undress
fit|unfit,disagree
fitly|unsuitably,inappropriately
fitness|unfitness
fittingly|unsuitably,inappropriately
fittingness|unfitness
fix|break,unfasten
fixed|unfixed
fixedness|looseness
fixed-width font|proportional font
fixity|looseness,mutableness,mutability
fixture|looseness
flake out|wake up
flashback|flash-forward
flash-forward|flashback
flat|natural,sharp,contrasty,indirectly
flat-bellied|bellied
flatten|sharpen
flatter|disparage
flattering|unflattering
flawlessness|imperfection
fledged|unfledged
fleece|undercharge
flesh out|contract
flex|straighten,unbend
flexibility|inflexibility,intractability
flexible|uncompromising,inflexible
flexibleness|inflexibility
flexibly|inflexibly
flexile|inflexible
flexion|extension
flexor muscle|extensor
flexor|extensor
flexure|extension
flightless bird|carinate
float|sink
flood tide|ebbtide
flood|ebbtide
floored|ceilinged
flora|fauna
flowering|flowerless
flowerless|flowering
flowing|subartesian
flunk|passing,pass
flush it|pass
flying bird|ratite
focalise|blur
focalize|blur
focus|blur
focused|unfocused
focussed|unfocused
foe|friend
fogginess|sharpness,distinctness
fold up|unfold
fold|open,unfold
follow|predate,precede
follower|leader
following|leading
folly|wisdom
foolish|wise
foolishly|wisely
foolishness|wisdom
foot|head
footed|footless
footless|footed
for good|temporarily
forbear|act
forbearance|impatience
forbid|allow,permit
force back|attract
force out|hire
force|push,pull
forceful|forceless
forceless|forceful
fore|aft
foredate|postdate
forego|postdate
foregone conclusion|uncertainty
foreground|play down,background
forehand|backhand
forehanded|backhand
foreign|domestic,native
foreigner|citizen
foreignness|nativeness
forepart|rear
foreshorten|expand
forfeit|claim
forget|remember,mind
forgetful|mindful,retentive
forgettable|unforgettable
forgivably|unpardonably,unforgivably,inexcusably
forgiving|unforgiving
forgivingly|unforgivingly
forgo|claim,postdate
formal|informal
formalise|invalidate
formalism|imitation
formality|informality
formalize|invalidate
formally|informally
formalness|informality
formed|unformed
former|latter
forrad|backward
forrard|backward
forte|piano,weak point
fortify|disarm,weaken
fortissimo|pianissimo
fortuitously|unluckily,unfortunately
fortunate|unfortunate
fortunately|unluckily,unfortunately
forward|backward,reverse,backward,back,aft
forwards|backward
fossorial|cursorial
foul ball|fair ball
foul|unclog,fair
found|lost,abolish
four-footed|biped,bipedal
fraction|multiply
fractional|whole
fragrant|malodorous
frail|robust
framed|unframed
fraternal|identical,sisterly
free enterprise|non-market economy
free state|slave state
free|unfree,blame,obstruct,lodge,enforce,confine,freeze,block,slave,bound
freelance|salaried
freeze|unblock,unfreeze,boil
frequent|infrequent,boycott
frequently|rarely,infrequently
fresh water|saltwater
fresh|rotten,preserved,stale,salty
freshen|tire
freshness|staleness
freshwater|saltwater
fretted|unfretted
friend|foe
friendliness|unfriendliness
friendly|unfriendly,hostile,hostile
fright|fearlessness
frigidity|hotness
frigidness|hotness
frivolity|seriousness
frivolous|serious
frivolousness|seriousness
front burner|back burner
front end|rear
front|back,rear
frontward|backward
frontwards|backward
frozen|unfrozen
fruitful|unfruitful
fruitfully|unprofitably,fruitlessly,unproductively
fruitfulness|fruitlessness
fruitlessly|profitably,fruitfully,productively
fruitlessness|fruitfulness
fueled|unfueled
fulfil|fall short of
fulfill|fall short of
full|empty,wane,thin
fullness|emptiness
full-term|premature
full-time|part-time,half-time
fully|meagerly
